"Chidamber-Kemerer metrics,dom., 3 dez. 2023 19:32:17 GMT-03:00"
"Class,CBO,DIT,LCOM,NOC,RFC,WMC"
"org.assertj.core.api.recursive.comparison.ComparingFields_getChildrenNodeNamesOf_Test,7,1,2,0,9,4"
"org.assertj.core.api.recursive.comparison.ComparingFields_getChildrenNodeNamesOf_Test.Fields,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparingFields_getChildrenNodeNamesOf_Test.Outer,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparingFields_getChildrenNodeNamesOf_Test.Outer.Inner,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparingFields_getChildrenNodeNamesOf_Test.SubClass,2,2,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparingFields_getChildrenNodeNamesOf_Test.SuperClass,1,1,0,1,0,0"
"org.assertj.core.api.recursive.comparison.ComparingNormalizedFields,3,1,2,2,23,8"
"org.assertj.core.api.recursive.comparison.ComparingProperties,6,1,5,0,39,15"
"org.assertj.core.api.recursive.comparison.ComparingProperties_getChildNodeValue_Test,8,1,1,0,9,2"
"org.assertj.core.api.recursive.comparison.ComparingProperties_getChildNodeValue_Test.Properties,1,1,16,0,16,16"
"org.assertj.core.api.recursive.comparison.ComparingProperties_getChildrenNodeNamesOf_Test,6,1,2,0,8,6"
"org.assertj.core.api.recursive.comparison.ComparingProperties_getChildrenNodeNamesOf_Test.Properties,1,1,16,0,16,16"
"org.assertj.core.api.recursive.comparison.ComparingProperties_getChildrenNodeNamesOf_Test.PropertiesImpl,2,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparingProperties_getChildrenNodeNamesOf_Test.PropertiesInterface,n/a,n/a,n/a,n/a,3,n/a"
"org.assertj.core.api.recursive.comparison.ComparingSnakeOrCamelCaseFields,2,1,2,0,10,6"
"org.assertj.core.api.recursive.comparison.ComparingSnakeOrCamelCaseFields_getChildNodeValue_Test,3,1,1,0,3,1"
"org.assertj.core.api.recursive.comparison.ComparingSnakeOrCamelCaseFields_getChildNodeValue_Test.Fields,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparingSnakeOrCamelCaseFields_getChildrenNodeNamesOf_Test,4,1,2,0,5,2"
"org.assertj.core.api.recursive.comparison.ComparingSnakeOrCamelCaseFields_getChildrenNodeNamesOf_Test.Fields,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.ComparisonDifference,10,1,5,1,43,26"
"org.assertj.core.api.recursive.comparison.ComparisonDifference_compareTo_Test,4,1,1,0,7,2"
"org.assertj.core.api.recursive.comparison.ComparisonDifference_multiLineDescription_Test,6,1,9,0,20,9"
"org.assertj.core.api.recursive.comparison.ComparisonDifference_rootComparisonDifference_Test,3,1,1,0,5,1"
"org.assertj.core.api.recursive.comparison.ComparisonKeyDifference,2,1,1,0,7,3"
"org.assertj.core.api.recursive.comparison.ComparisonKeyDifference_multiLineDescription_Test,3,1,3,0,7,3"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy,2,1,2,0,7,3"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy_getChildrenNodeNamesOf_Test,6,1,2,0,9,4"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy_getChildrenNodeNamesOf_Test.FieldsAndProperties,1,1,16,0,16,16"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy_getChildrenNodeNamesOf_Test.Outer,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy_getChildrenNodeNamesOf_Test.Outer.Inner,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy_getChildrenNodeNamesOf_Test.SubClass,2,2,0,0,0,0"
"org.assertj.core.api.recursive.comparison.DefaultRecursiveComparisonIntrospectionStrategy_getChildrenNodeNamesOf_Test.SuperClass,1,1,0,1,0,0"
"org.assertj.core.api.recursive.comparison.DualValue,5,1,3,0,79,65"
"org.assertj.core.api.recursive.comparison.DualValueDeque,0,5,2,0,17,12"
"org.assertj.core.api.recursive.comparison.DualValueDequeTest,2,1,1,0,7,5"
"org.assertj.core.api.recursive.comparison.DualValueUtil,4,1,2,0,5,2"
"org.assertj.core.api.recursive.comparison.DualValue_arrayValues_Test,4,1,1,0,9,4"
"org.assertj.core.api.recursive.comparison.DualValue_atomicValues_Test,4,1,1,0,39,28"
"org.assertj.core.api.recursive.comparison.DualValue_enumValues_Test,4,1,1,0,10,6"
"org.assertj.core.api.recursive.comparison.DualValue_getFieldName_Test,3,1,3,0,7,3"
"org.assertj.core.api.recursive.comparison.DualValue_hasNoContainerValues_Test,5,1,2,0,15,2"
"org.assertj.core.api.recursive.comparison.DualValue_hasNoNullValues_Test,3,1,2,0,6,2"
"org.assertj.core.api.recursive.comparison.DualValue_hasPotentialCyclingValues_Test,8,1,2,0,8,3"
"org.assertj.core.api.recursive.comparison.DualValue_hasPotentialCyclingValues_Test.Inner,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.DualValue_hasSomeJavaTypeValue_Test,3,1,1,0,10,5"
"org.assertj.core.api.recursive.comparison.DualValue_isActualJavaType_Test,3,1,2,0,15,4"
"org.assertj.core.api.recursive.comparison.DualValue_isExpectedJavaType_Test,3,1,2,0,9,4"
"org.assertj.core.api.recursive.comparison.DualValue_iterableValues_Test,5,1,6,0,35,19"
"org.assertj.core.api.recursive.comparison.DualValue_mapValues_Test,4,1,3,0,17,6"
"org.assertj.core.api.recursive.comparison.DualValue_optionalValues_Test,3,1,4,0,29,15"
"org.assertj.core.api.recursive.comparison.DualValue_sameValues_Test,2,1,4,0,9,4"
"org.assertj.core.api.recursive.comparison.FieldComparators,2,1,4,0,25,11"
"org.assertj.core.api.recursive.comparison.FieldComparators_Test,3,1,1,0,12,11"
"org.assertj.core.api.recursive.comparison.FieldHolder,2,1,2,2,28,12"
"org.assertj.core.api.recursive.comparison.FieldLocation,26,1,4,0,56,30"
"org.assertj.core.api.recursive.comparison.FieldMessages,0,1,4,0,4,4"
"org.assertj.core.api.recursive.comparison.FieldMessages_registerMessage_Test,0,1,1,0,3,3"
"org.assertj.core.api.recursive.comparison.Light,0,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.LightDto,0,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.PersonData,n/a,n/a,n/a,n/a,2,n/a"
"org.assertj.core.api.recursive.comparison.RecursiveComparator,1,1,1,0,6,7"
"org.assertj.core.api.recursive.comparison.RecursiveComparator_compare_Test,4,1,4,0,9,4"
"org.assertj.core.api.recursive.comparison.RecursiveComparator_constructor_Test,0,1,2,0,2,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparator_getDescription_Test,3,1,1,0,3,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_assumptions_Test,13,3,1,0,16,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_bddSoftAssertions_Test,10,3,1,0,15,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_fluent_API_Test,8,1,1,0,47,19"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_for_iterables_Test,8,1,1,0,14,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_for_maps_Test,10,1,4,0,24,4"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_for_object_arrays_Test,7,1,1,0,11,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_for_optionals_Test,5,1,1,0,7,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test,26,3,19,0,79,29"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test.Assignment,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test.Container,1,1,1,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test.LightString,0,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test.Owner,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test.Wrapper,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_Test.Wrappers,3,1,0,0,2,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFieldsOfTypes_Test,11,3,2,0,43,17"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFieldsOfTypes_Test.Breed,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFieldsOfTypes_Test.Dog,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFields_Test,19,3,5,0,44,15"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFields_Test.A1,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFields_Test.A2,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFields_Test.Staff,1,1,4,0,4,4"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFields_Test.StaffWithLessFields,1,1,0,0,0,0"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_comparingOnlyFields_Test.Student,1,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringCollectionOrder_Test,15,3,10,0,43,16"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringCollectionOrder_Test.Data,2,1,0,0,4,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringCollectionOrder_Test.DataStore,2,1,0,0,3,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringCollectionOrder_Test.PersonWithEnum,2,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringCollectionOrder_Test.PersonWithInt,1,1,0,0,8,6"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringCollectionOrder_Test.Type,2,n/a,2,n/a,2,0"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringFields_Test,15,3,10,0,59,22"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringFields_Test.Data,2,1,2,0,3,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringFields_Test.Data.InnerData,2,1,2,0,3,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_ignoringOverriddenEquals_Test,13,3,8,0,44,17"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_strictTypeCheck_Test,13,3,2,0,20,6"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_strictTypeCheck_Test.A,2,2,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_strictTypeCheck_Test.B,2,2,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_strictTypeCheck_Test.Inner,3,1,0,2,0,0"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_strictTypeCheck_Test.Something,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_usingOverriddenEquals_Test,15,3,6,0,24,7"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_usingOverriddenEquals_Test.PersonWithOverriddenEquals,3,1,0,0,7,4"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_usingOverriddenEquals_Test.PersonWrapper,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_usingOverriddenEquals_Test.Pet,2,1,0,0,5,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withComparatorsForFieldMatchingRegexes_Test,19,3,4,0,35,10"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withComparatorsForFieldMatchingRegexes_Test.AlwaysEqualPerson,2,2,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withComparatorsForFieldMatchingRegexes_Test.Foo,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withComparatorsForFieldMatchingRegexes_Test.Name,2,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withComparatorsForFieldMatchingRegexes_Test.Person,4,1,0,1,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withErrorMessageForFields_Test,9,3,4,0,18,5"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withErrorMessageForType_Test,9,3,1,0,11,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withFieldComparators_Test,21,3,5,0,46,15"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withFieldComparators_Test.Foo,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test,27,3,5,0,32,8"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.Animal,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.AnimalDto,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.Author,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.AuthorDto,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.Bean,1,1,1,0,2,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.Book,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.BookDto,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.ComparingFieldsNameContaining_o,3,1,3,0,13,4"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.ComparingLowercaseNormalizedFields,1,1,1,0,2,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.GenericMessage,2,1,2,0,4,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.HelloMessage,2,1,2,0,2,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.Message,n/a,n/a,n/a,n/a,2,n/a"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.User,2,1,1,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.UserDTO,2,1,1,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withIntrospectionStrategy_Test.Values,1,1,1,0,5,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_withTypeComparators_Test,22,3,5,0,41,11"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_arrays_Test,7,3,6,0,17,8"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_arrays_Test.WithArray,2,1,0,0,4,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test,13,3,2,0,28,13"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.BlogPost,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.BlogPostDTO,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.Employee,2,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.EmployeeDTO,3,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.EmployeeDTO.JobTitle,2,n/a,2,n/a,2,0"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.LightNumber,1,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_enums_Test.LightString,1,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_iterables_Test,20,3,10,0,37,12"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_iterables_Test.WithCollection,1,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_java_types_Test,7,3,5,0,24,5"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_java_types_Test.Wrapper,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_maps_Test,11,3,8,0,32,10"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_maps_Test.WithMap,1,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_optional_Test,6,3,6,0,22,6"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_optional_Test.BookWithCoAuthor,1,1,1,0,2,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isEqualTo_with_optional_Test.BookWithOptionalCoAuthor,1,1,1,0,8,6"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isIn_Test,12,1,2,0,19,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isIn_Test.PersonDto,1,1,0,0,6,5"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isNotEqualTo_Test,10,3,10,0,28,13"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_isNotIn_Test,8,1,2,0,14,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonAssert_softAssertions_Test,10,3,1,0,15,3"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration,51,2,2,0,194,176"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration.Builder,15,2,22,0,40,26"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_builder_Test,8,1,1,0,62,33"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_comparatorByType_Test,10,1,1,0,15,5"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_fieldComparators_Test,8,1,1,0,14,9"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_fieldMessages_Test,0,1,1,0,2,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_getActualFieldNamesToCompare_Test,7,1,1,0,15,5"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_getActualFieldNamesToCompare_Test.Company,3,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_hasCustomComparators_Test,1,1,1,0,6,5"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_ignoreFields_Test,2,1,1,0,3,1"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_isOrIsChildOfAnyComparedFields_Test,3,1,3,0,9,4"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_multiLineDescription_Test,10,1,1,0,36,28"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_multiLineDescription_Test.PercentageComparator,1,1,1,0,2,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_shouldIgnoreCollectionOrder_Test,6,1,2,0,23,12"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_shouldIgnoreFields_Test,5,1,8,0,52,33"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_shouldIgnoreOverriddenEqualsOf_Test,7,1,4,0,23,11"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_shouldNotEvaluate_Test,7,1,6,0,53,33"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_someComparedFieldsHaveBeenSpecified_Test,2,1,1,0,5,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonConfiguration_typeMessages_Test,0,1,1,0,2,2"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonDifferenceCalculator,11,1,4,0,107,122"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonDifferenceCalculator.ComparisonState,1,1,1,0,17,23"
"org.assertj.core.api.recursive.comparison.RecursiveComparisonIntrospectionStrategy,n/a,n/a,n/a,n/a,5,n/a"
"org.assertj.core.api.recursive.comparison.Theme,1,1,0,0,1,1"
"org.assertj.core.api.recursive.comparison.VisitedDualValues,1,1,1,0,12,4"
"org.assertj.core.api.recursive.comparison.VisitedDualValues.VisitedDualValue,1,1,0,0,3,2"
"org.assertj.core.api.recursive.comparison.VisitedDualValuesTest,3,1,3,0,9,3"
"org.assertj.core.api.recursive.comparison.WithObject,0,1,0,0,3,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_contains_at_Index_Test,5,3,1,0,6,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_doesNotContain_at_Index_Test,5,3,1,0,6,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_hasDimensions_Test,3,3,1,0,5,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_hasNumberOfRows_Test,3,3,1,0,5,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_hasSameDimensionsAs_Test,3,3,1,0,5,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_isDeepEqualTo_Test,13,1,7,0,21,8"
"org.assertj.core.api.short2darray.Short2DArrayAssert_isEmpty_Test,3,3,2,0,6,3"
"org.assertj.core.api.short2darray.Short2DArrayAssert_isNotEmpty_Test,3,3,1,0,5,2"
"org.assertj.core.api.short2darray.Short2DArrayAssert_isNullOrEmpty_Test,3,3,2,0,6,3"
"org.assertj.core.api.short2darray.Short2DArrayAssert_usingCustomComparator_Test,7,3,1,0,11,3"
"org.assertj.core.api.short_.ShortAssert_isBetween_Shorts_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isCloseToPercentage_Short_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isCloseToPercentage_short_primitive_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isCloseTo_Short_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isCloseTo_short_primitive_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isEqualTo_short_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isEven_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isGreaterThanOrEqualTo_short_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isGreaterThan_short_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isLessThanOrEqualTo_short_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isLessThan_short_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isNegative_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isNotCloseToPercentage_Short_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isNotCloseToPercentage_short_primitive_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isNotCloseTo_Short_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isNotCloseTo_short_primitive_Test,5,3,1,0,6,2"
"org.assertj.core.api.short_.ShortAssert_isNotEqualTo_short_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isNotNegative_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isNotPositive_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isNotZero_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isOdd_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isOne_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isPositive_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isStrictlyBetween_Shorts_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_isZero_Test,4,3,1,0,5,2"
"org.assertj.core.api.short_.ShortAssert_usingComparator_Test,8,3,1,0,9,2"
"org.assertj.core.api.short_.ShortAssert_usingDefaultComparator_Test,9,3,1,0,13,2"
"org.assertj.core.api.shortarray.ShortArrayAssertNullTest,6,3,1,11,6,1"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsAnyOf_Test,5,3,1,0,6,2"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsAnyOf_with_Integer_Argument_Test,3,1,3,0,5,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsAnyOf_with_Short_array_Test,10,3,1,0,11,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsExactlyInAnyOrder_Test,7,3,3,0,11,4"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsExactlyInAnyOrder_with_Integer_Argument_Test,4,1,4,0,7,4"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsExactlyInAnyOrder_with_Short_array_Test,10,3,1,0,11,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsExactly_Test,7,3,2,0,9,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsExactly_with_Integer_Argument_Test,5,1,4,0,8,4"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsExactly_with_Short_array_Test,10,3,1,0,12,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsOnlyOnce_Test,5,3,1,0,6,2"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsOnlyOnce_with_Integer_Argument_Test,3,1,3,0,5,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsOnlyOnce_with_Short_array_Test,10,3,1,0,11,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsOnly_Test,5,3,1,0,6,2"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsOnly_with_Integer_Argument_Test,3,1,3,0,5,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsOnly_with_Short_array_Test,10,3,1,0,11,3"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsSequence_Test,5,3,1,0,6,2"
"org.assertj.core.api.shortarray.ShortArrayAssert_containsSequence_with_Integer_Argument_Test,3,1,3,0,5,3"
